HouseID,Title,Hood,Parish,Price,Gross_Area,Typology
32603449,Apartamento T1 à venda em Centro,Campo de Ourique,NA,449000,63,T1
32330407,"Apartamento T1 à venda na avenida 24 de julho, 178",Alcântara,Estrela,399500,69,T1
29686141,Apartamento T1 à venda em Bairro Alto,Misericórdia,NA,244000,41,T1
31779858,Apartamento T1 à venda na rua Rua do Alecrim s/n,Chiado - Pç. de Camões,Misericórdia,770560,88,T1
31779859,Apartamento T1 à venda na rua Rua do Alecrim s/n,Chiado - Pç. de Camões,Misericórdia,737620,106,T1
32506567,Apartamento T1 à venda em Castelo - Mouraria,Santa Maria Maior,NA,425000,70,T1
31779857,Duplex à venda na rua Rua do Alecrim s/n,Chiado - Pç. de Camões,Misericórdia,988200,205,T1
32556671,Apartamento T1 à venda em Castelo - Mouraria,Santa Maria Maior,NA,170000,29,T1
32026187,Apartamento T1 à venda em Santos-o-Velho - Madragoa,Estrela,NA,199500,40,T1
32544725,Apartamento T1 à venda em Fonte Nova - Calhariz,Benfica,NA,300000,74,T1
32615680,"Apartamento T1 à venda em Urb. Páteo São João de Brito, Alto do Lumiar - Quinta das Conchas - Quinta do Lambert",Lumiar,NA,370000,61,T1
32615680,"Apartamento T1 à venda em Urb. Páteo São João de Brito, Alto do Lumiar - Quinta das Conchas - Quinta do Lambert",Lumiar,NA,370000,61,T1
32544725,Apartamento T1 à venda em Fonte Nova - Calhariz,Benfica,NA,300000,74,T1
28150004,Apartamento T1 à venda em Bairro Azul - Parque Eduardo VII,Avenidas Novas,NA,700000,120,T1
32284248,Apartamento T1 à venda em Beato,Lisboa,NA,280000,44,T1
32393308,Apartamento T1 à venda em Alto de São João - Alto do Varejão,Penha de França,NA,270000,126,T1
32612563,"Apartamento T1 à venda na rua Madres, 66",Santos-o-Velho - Madragoa,Estrela,470000,63,T1
32622749,Apartamento T1 à venda em Saldanha - Picoas,São Jorge de Arroios,Arroios,420000,56,T1
32612697,Duplex à venda em Principe Real - Praça da Alegria,Santo António,NA,610000,150,T1
32621592,Apartamento T1 à venda em Centro - Nova Campolide,Campolide,NA,420000,55,T1
32612783,Apartamento T1 à venda em Principe Real - Praça da Alegria,Santo António,NA,650000,91,T1
32621569,Apartamento T1 à venda em Centro - Nova Campolide,Campolide,NA,410000,56,T1
32622310,"Apartamento T1 à venda na avenida Avenida António Augusto de Aguiar , 7",Bairro Azul - Parque Eduardo VII,Avenidas Novas,520000,55,T1
32573824,Apartamento T1 à venda em Olaias,Areeiro,NA,330000,90,T1
31591527,Apartamento T1 à venda em Campo de Santana - Santa Marta,Santo António,NA,415000,67,T1
32165213,Apartamento T1 à venda em Junqueira,Alcântara,NA,770000,83,T1
32487812,"Apartamento T1 à venda , Praça dos Restauradores",Rossio - Martim Moniz,Santa Maria Maior,700000,102,T1
